athlete_team,time_800,time_400,season
"Muhammad-Graham, Jasmin TCU",126.93,56.36,outdoor_2022
"Rand, Allison Tennessee",127.11,56.31,outdoor_2022
"Ferguson, Alex Kansas State",127.19,55.15,outdoor_2022
"Helbling, Rachel Richmond",127.23,54.03,outdoor_2022
"Ramsay, McKenna Oregon",127.29,55.89,outdoor_2022
"Willems, Elena Washington St.",127.31,55.87,outdoor_2022
"Heinz, Macy Kansas State",127.65,55.37,outdoor_2022
"Roberson, Sakura San Diego St.",127.74,53.35,outdoor_2022
"McClintock, Halle Georgia",127.9,56.16,outdoor_2022
"Jendrezak, Kate UCLA",128.14,53.43,outdoor_2022
"Bell, Kayla Murray State",128.34,54.88,outdoor_2022
"Anderson, Maria Indiana",128.45,56.54,outdoor_2022
"Wright, Katriina Oregon",128.93,52.6,outdoor_2022
"O'Connell, Brid Air Force",129.42,56.56,outdoor_2022
"McNeil, Nyjari San Diego St.",129.74,56.5,outdoor_2022
"Kelly, Fajr N. Carolina A&T",130.08,56.39,outdoor_2022
"James, Brooklyn Utah",130.48,56.62,outdoor_2022
"Registre, Jahnile South Carolina",130.63,53.47,outdoor_2022
"Recio, Alicia Eastern Kentucky",131.15,56.6,outdoor_2022
"Johnson, Alonna Arizona State",131.44,53.89,outdoor_2022
"Saint-Louis, Amenda Bethune-Cookman",131.87,54.16,outdoor_2022
"Nagbe, Pearl South Carolina",132.64,54.54,outdoor_2022
"Foreman, Anna Arizona",133.07,53.85,outdoor_2022
"Johnson, Britiney Kennesaw State",133.12,56.21,outdoor_2022
"Jones, Jonathan Texas",105.83,44.54,outdoor_2022
"Miller, Brandon Texas A&M",106.43,46.3,outdoor_2022
"Gentil, Cebastian Iowa State",106.97,48.22,outdoor_2022
"Russell III, Leroy Arkansas",107.39,48.5,outdoor_2022
"Rhoden, Tarees Clemson",107.43,46.95,outdoor_2022
"Vilca, Marco Texas Tech",107.47999999999999,47.67,outdoor_2022
"Thornton, Aman Clemson",107.78,47.65,outdoor_2022
"Brown, Miles Michigan",108.03999999999999,47.3,outdoor_2022
"Van Dorpe, Sam USC",108.22999999999999,47.37,outdoor_2022
"Colley, Ackeen Western Illinois",108.57,47.88,outdoor_2022
"Blackman, Dugion Hampton",108.59,47.95,outdoor_2022
"Ebling, Collin Duquesne",108.6,47.64,outdoor_2022
"Clarke, Leon Miss State",108.61,46.45,outdoor_2022
"Cepus, Sven Texas Tech",108.64,47.39,outdoor_2022
"Reid, Tyrese Miss State",108.77000000000001,48.45,outdoor_2022
"Rodin, Jacob North Dakota State",109.06,48.2,outdoor_2022
"Scott, Nicholas Southern",109.45,47.57,outdoor_2022
"Griner, Luke Army West Point",110.0,48.3,outdoor_2022
"Norris, Caden Texas A&M",110.17,48.05,outdoor_2022
"Jackson, Andrew UC Riverside",110.6,47.89,outdoor_2022
"Duncan, Miles UC Irvine",110.63,47.83,outdoor_2022
"Threlkeld, Curtis CSU Bakersfield",110.83,48.36,outdoor_2022
"Foucha, Sukeil Florida State",111.08,47.67,outdoor_2022
"Baughman, Aden Oral Roberts",111.53999999999999,48.56,outdoor_2022
"Carmona, Max Grand Canyon",111.75999999999999,48.57,outdoor_2022
"Bambals, Daniels Oral Roberts",112.15,48.68,outdoor_2022
"Diebold, Peter Harvard",112.27000000000001,48.4,outdoor_2022
"Willis, Roisin Stanford",119.95,53.65,indoor_2023
"Wilson, Britton Arkansas",122.13,51.14,indoor_2023
"Seymour, Claire BYU",122.75,55.45,indoor_2023
"Ellsworth, Alena BYU",123.31,53.91,indoor_2023
"Martinez, Madison Villanova",123.68,56.78,indoor_2023
"Tolbert, Lauren Duke",124.44,52.59,indoor_2023
"Tovkach, Anna Stanford",124.67,56.06,indoor_2023
"Jendrezak, Kate UCLA",124.99,53.93,indoor_2023
"Pittman, Rose UCLA",125.8,56.5,indoor_2023
"Jaworski, Brooke Texas",126.02,55.68,indoor_2023
"Hunter, Meghan BYU",126.49,55.56,indoor_2023
"Gbolade, Ayoola N. Carolina A&T",126.86,55.34,indoor_2023
"Gragg, Arianna Duke",126.86,55.95,indoor_2023
"Erzen, Ainsley Arkansas",126.91,56.79,indoor_2023
"Jallow, Sanu Texas A&M",126.99,53.63,indoor_2023
"Helbling, Rachel Texas",127.15,53.51,indoor_2023
"Trusty, Micah Villanova",127.19,55.27,indoor_2023
"Grieve, Rebecca New Mexico",127.2,54.27,indoor_2023
"James, Taylor Stanford",127.22,56.48,indoor_2023
"Chelangat, Sylvia South Carolina",127.26,55.23,indoor_2023
"Kelety , Elena South Carolina",127.43,54.61,indoor_2023
"Jones, Kayla Ball State",127.47,56.68,indoor_2023
"Clark, Makayla Iowa State",127.52,57.02,indoor_2023
"Peoples, Paris Arkansas",127.64,52.06,indoor_2023
"Bell, Kayla Murray State",128.17,53.47,indoor_2023
"Green, Kayan Clemson",128.4,56.39,indoor_2023
"Senegal, Halyn Nevada",128.47,56.24,indoor_2023
"Miller, Farrah Wichita State",128.8,56.89,indoor_2023
"Grissom, Gabriella Miami (Fla.)",128.97,54.92,indoor_2023
"McLean, Jessica Clemson",129.04,56.55,indoor_2023
"Mickens-Malik, Jinah Oklahoma State",129.56,56.14,indoor_2023
"McGinnis, Megan Duke",129.56,52.57,indoor_2023
"Oliveira, Sierra Miami (Fla.)",130.17,55.26,indoor_2023
"Willems, Elena Washington St.",130.54,55.66,indoor_2023
"Archer, Joanna Grand Canyon",131.27,56.79,indoor_2023
"Sullivan, Mackenzie Pittsburgh",131.74,56.66,indoor_2023
"Registre, Jahnile South Carolina",131.82,53.23,indoor_2023
"Chatfield, Britney Kennesaw State",132.32,56.52,indoor_2023
"Blockburger, Alyssa USC",132.47,55.84,indoor_2023
"Montoya, Emma Boston University",132.71,53.52,indoor_2023
"Oblad, Sami BYU",133.04,55.79,indoor_2023
"Williams, Aliyah San Jose St.",133.35,56.02,indoor_2023
"Krawczyk, Kyla Boston College",133.54,55.4,indoor_2023
"Warner, Kayla McNeese State",134.45,56.6,indoor_2023
"Newton, Renee Georgetown",134.76,57.06,indoor_2023
"Bizimana, Yusuf Texas",106.03,48.22,indoor_2023
"Fernandez, Sebastian BYU",107.63,48.61,indoor_2023
"Rodin, Jacob North Dakota State",107.84,47.39,indoor_2023
"Rivard, Liam La Salle",108.21000000000001,48.87,indoor_2023
"Griner, Luke Army West Point",108.50999999999999,48.13,indoor_2023
"Blackman, Dugion Hampton",108.56,47.6,indoor_2023
"Carney, Ethan Arkansas",109.39,48.13,indoor_2023
"Rainey, Darius USC",109.64,47.12,indoor_2023
"Gudgel, Spencer Iowa",110.22,48.8,indoor_2023
"Lucius, Blake Akron",110.22,48.82,indoor_2023
"Taylor, Josh BYU",110.45,46.36,indoor_2023
"Hofer, Lucas Western Illinois",110.82,48.99,indoor_2023
"Stevens, Jarron Grand Canyon",111.35,48.85,indoor_2023
"Jackson, Trey BYU",112.02000000000001,46.47,indoor_2023
"Gordon, Jackson Bellarmine",112.53,47.84,indoor_2023
"Harrell III, William Oakland",112.97999999999999,48.96,indoor_2023
"Nugent, Devin Pittsburgh",113.0,47.85,indoor_2023
"Spencer JR, William South Carolina",113.50999999999999,46.7,indoor_2023
"Rose, Michaela LSU",119.08,53.42,outdoor_2023
"Seymour, Claire BYU",120.04,54.01,outdoor_2023
"Tobias, Valery Texas",120.31,53.41,outdoor_2023
"Whittaker, Juliette Stanford",121.19,53.74,outdoor_2023
"Hendrick, Sarah Kennesaw State",121.93,54.99,outdoor_2023
"Willis, Roisin Stanford",121.97,53.41,outdoor_2023
"Butler, Lindsey Virginia Tech",122.2,55.42,outdoor_2023
"Menegatti, MaLeigha Boise State",122.41,54.66,outdoor_2023
"Price, Star Virginia Tech",122.5,55.8,outdoor_2023
"Chelangat, Sylvia South Carolina",122.58,54.3,outdoor_2023
"Gearing, Rachel Penn State",122.98,54.54,outdoor_2023
"Galvydyte, Gabija Oklahoma State",123.21,55.17,outdoor_2023
"Giesing, Isabella UMass Lowell",123.81,55.86,outdoor_2023
"Shelby, Taiya Vanderbilt",123.89,51.43,outdoor_2023
"Eriksen, Josefine Utah",124.16,53.07,outdoor_2023
"Tolbert, Lauren Duke",124.87,52.67,outdoor_2023
"Moodry, Kelly Grand Canyon",124.97,56.29,outdoor_2023
"Senegal, Halyn Nevada",125.12,54.95,outdoor_2023
"James, Taylor Stanford",125.19,56.41,outdoor_2023
"Bell, Kayla Murray State",125.32,53.62,outdoor_2023
"Sumner, Brynne Clemson",125.37,56.23,outdoor_2023
"Willems, Elena Washington St.",125.48,55.4,outdoor_2023
"Tovkach, Anna Stanford",125.53,55.92,outdoor_2023
"Jallow, Sanu Texas A&M",125.68,53.15,outdoor_2023
"Trusty, Micah Villanova",125.71,56.04,outdoor_2023
"Grissom, Gabriella Miami (Fla.)",126.34,54.56,outdoor_2023
"McLean, Jessica Clemson",126.38,56.4,outdoor_2023
"Maccagnini, Gigi USC",126.44,56.25,outdoor_2023
"Bossong, Victoria Harvard",126.53,52.55,outdoor_2023
"Kolbe, Smilla Southern Miss.",126.78,55.66,outdoor_2023
"Gragg, Arianna Duke",126.82,56.13,outdoor_2023
"Helbling, Rachel Texas",127.6,53.32,outdoor_2023
"Seitzinger, Hannah Duquesne",127.76,55.25,outdoor_2023
"Malikova, Barbora Virginia Tech",127.91,52.59,outdoor_2023
"Green, Kayan Clemson",128.13,55.47,outdoor_2023
"Grieve, Rebecca New Mexico",128.39,55.54,outdoor_2023
"Jendrezak, Kate UCLA",128.43,53.49,outdoor_2023
"Oliveira, Sierra Miami (Fla.)",128.57,55.0,outdoor_2023
"Lord, Jessica ETSU",128.61,56.18,outdoor_2023
"Smith, Madison Montana State",129.2,55.85,outdoor_2023
"Batista, Analisse Arkansas",129.35,54.73,outdoor_2023
"Milano, Pamela Mid. Tenn. State",129.92,56.4,outdoor_2023
"Armbruster, Ellie Gonzaga",130.13,56.13,outdoor_2023
"Lanz, Mariana UC Santa Barbara",130.24,55.23,outdoor_2023
"Williams, Aliyah San Jose St.",130.68,56.31,outdoor_2023
"Kabongo, Nissi Stephen F. Austin",131.03,53.45,outdoor_2023
"Garrity, Emma Bryant",131.06,56.13,outdoor_2023
"Chatfield, Britney Kennesaw State",131.57,55.52,outdoor_2023
"Townsend, Sydni Houston",132.53,54.52,outdoor_2023
"Sumner, Will Georgia",106.2,46.71,outdoor_2023
"Rhoden, Tarees Clemson",106.2,45.6,outdoor_2023
"Hassan, Abdullahi Wisconsin",106.25,47.96,outdoor_2023
"Thornton, Aman Clemson",106.82,46.48,outdoor_2023
"Austin, Sam Florida",107.0,48.39,outdoor_2023
"Vilca, Marco Texas Tech",107.09,47.66,outdoor_2023
"Jones, Jonathan Texas",107.28,45.7,outdoor_2023
"Roban, Handal Penn State",107.28999999999999,47.37,outdoor_2023
"Smith, Peter Iowa State",107.49000000000001,48.31,outdoor_2023
"Powell, Kash Long Beach St.",107.57,47.7,outdoor_2023
"Rodin, Jacob North Dakota State",107.58,47.91,outdoor_2023
"Smallwood, Darius Penn State",107.67,47.81,outdoor_2023
"Dodds, Callum Penn State",107.8,47.36,outdoor_2023
"Griner, Luke Army West Point",108.0,48.49,outdoor_2023
"Frilot, Lloyd Houston",108.09,47.87,outdoor_2023
"Desmeules, Olivier Penn State",108.13,47.91,outdoor_2023
"Fitzgerald, Carter Penn State",108.65,47.85,outdoor_2023
"Stevens, Jarron Grand Canyon",109.34,47.84,outdoor_2023
"Reid, Tyrese Miss State",109.35,47.82,outdoor_2023
"Bailey, Christopher Arkansas",109.82,45.3,outdoor_2023
"Farrell, Ryan Louisville",109.89,48.47,outdoor_2023
"Jackson, Andrew UC Riverside",110.02000000000001,47.97,outdoor_2023
"Bate, Brandon Colorado St.",110.39,48.35,outdoor_2023
"Simmons, Jonathan Navy",110.68,46.52,outdoor_2023
"Gordon, Jackson Bellarmine",110.71000000000001,46.9,outdoor_2023
"Swanson, Mats LSU",110.72,47.1,outdoor_2023
"McGeehan, Chase Maryland",110.91,48.06,outdoor_2023
"Cooks, Quintin Kent State",111.03999999999999,48.43,outdoor_2023
"Placek, Tadeas Illinois",111.05,47.8,outdoor_2023
"Bryant, Nick Nebraska",111.28999999999999,46.29,outdoor_2023
"Mckiver, Jenoah Iowa",111.4,45.25,outdoor_2023
"Mills, Khabeeba Alabama State",111.7,48.03,outdoor_2023
"Brown, Nicholi Baylor",112.11,48.07,outdoor_2023
"Ayoub, Ramy Minnesota",112.17,47.51,outdoor_2023
"Ruppel, Robbie Penn",112.4,48.16,outdoor_2023
"Willis, Roisin Stanford",121.99,53.56,indoor_2024
"Jendrezak, Kate UCLA",122.64,53.99,indoor_2024
"Clark, Makayla Iowa State",124.08,56.41,indoor_2024
"Haywood, Ka'Myya Tennessee",124.21,54.85,indoor_2024
"Anning, Amber Arkansas",125.05,50.43,indoor_2024
"Townsend, Sydni Houston",125.77,52.74,indoor_2024
"Eriksen, Josefine Utah",125.88,53.53,indoor_2024
"Senegal, Halyn Nevada",126.77,55.0,indoor_2024
"Solomon, Krystie BYU",126.83,56.59,indoor_2024
"Bell, Kayla Murray State",126.83,54.01,indoor_2024
"Brown, Janiah Boise State",126.88,56.76,indoor_2024
"Kolbe, Smilla North Florida",127.21,55.95,indoor_2024
"Tolbert, Lauren Duke",127.55,52.89,indoor_2024
"Haugen, Nora St. John's",127.65,56.3,indoor_2024
"Mustin, Dominique Georgia",127.88,55.85,indoor_2024
"Guerrier, Victoria Yale",128.1,56.84,indoor_2024
"Gadson, Ken'naria Clemson",129.15,52.86,indoor_2024
"Peters, Cate Stanford",129.25,55.72,indoor_2024
"Oblad, Sami BYU",129.34,53.17,indoor_2024
"Chatfield, Britney Kennesaw State",129.39,56.72,indoor_2024
"Rowe, Kishay West Virginia",130.04,56.18,indoor_2024
"Seitzinger, Hannah Duquesne",130.16,55.8,indoor_2024
"Woodley, Tamara Oklahoma State",130.18,54.78,indoor_2024
"Grant, Isis Oklahoma State",130.47,56.76,indoor_2024
"Glynn, Abbey Colorado",130.48,51.88,indoor_2024
"Taylor, Hannah UCF",131.41,56.84,indoor_2024
"Robinson, MiKenna Houston",131.52,55.61,indoor_2024
"Scatena, Adael Oregon State",131.72,56.07,indoor_2024
"Pryce, Nickisha Arkansas",132.16,50.83,indoor_2024
"Graham, Nell North Dakota State",132.21,53.09,indoor_2024
"Crawford, Sasha TCU",132.73,56.43,indoor_2024
"Douglas , Alesia Florida A&M",132.77,56.78,indoor_2024
"Freilinger, Chloe Bellarmine",132.8,55.51,indoor_2024
"Barrows, Aliya Bryant",133.13,55.94,indoor_2024
"Smith, Madison Montana State",133.59,54.91,indoor_2024
"Spencer, Kayla Hampton",133.88,55.4,indoor_2024
"Grant, Dejah Hampton",134.0,55.15,indoor_2024
"Bizimana, Yusuf Texas",105.88,48.67,indoor_2024
"Rhoden, Tarees Clemson",107.08,47.71,indoor_2024
"Griner, Luke Army West Point",107.47,48.32,indoor_2024
"Farquharson, Kimar Texas A&M",107.81,47.36,indoor_2024
"Ayhan, Kerem Northeastern",107.86,48.8,indoor_2024
"Bott, Landon Utah State",108.21000000000001,48.85,indoor_2024
"Knoche, Chase Northern Iowa",108.5,48.85,indoor_2024
"Carreon, Tyler Iowa State",108.87,48.55,indoor_2024
"Mosley, Elijah Texas",109.4,46.84,indoor_2024
"Placek, Tadeas Illinois",109.65,47.98,indoor_2024
"Foucha, Sukeil North Texas",109.93,48.41,indoor_2024
"Rainey, Darius USC",110.93,48.47,indoor_2024
"Gordon, Jackson Bellarmine",111.65,47.46,indoor_2024
"Barger, Orion Weber State",111.75999999999999,47.52,indoor_2024
"McArthur, DeJuana Oklahoma State",111.87,47.12,indoor_2024
"Jackson, Andrew UC Riverside",112.59,48.32,indoor_2024
"Green, Wyatt Arkansas",112.86,48.77,indoor_2024
"DeCuir III, Winston Georgia Tech",113.0,48.73,indoor_2024
